Noah; Williams; noah.williams@travel-sabre.com; ORD; SLC; UA; 521; Business; oneWay; 2014-01-02; 
Ethan; Adams; ethan.adams@travel-sabre.com; PVG; HKG; MU; 205; Business; oneWay; 2009-01-30; 
Ethan; Adams; ethan.adams@travel-sabre.com; HKG; PVG; KA; 864; Business; oneWay; 2009-03-09; 
Ethan; Adams; ethan.adams@travel-sabre.com; PVG; HKG; KA; 468; Business; oneWay; 2009-04-04; 
Ethan; Adams; ethan.adams@travel-sabre.com; ORD; ICN; KE; 38; First; roundTrip; 2009-05-06; 2009-06-04
Ethan; Adams; ethan.adams@travel-sabre.com; LHR; EWR; 9W; 5814; Business; roundTrip; 2009-07-09; 2009-07-17
Ethan; Adams; ethan.adams@travel-sabre.com; HKG; NKG; MU; 766; Premium Economy; oneWay; 2010-01-04; 
Ethan; Adams; ethan.adams@travel-sabre.com; NKG; HKG; MU; 667; Premium Economy; oneWay; 2010-01-21; 
Ethan; Adams; ethan.adams@travel-sabre.com; DXB; LIS; TP; 6730; Business; roundTrip; 2011-01-11; 2011-01-17
Ethan; Adams; ethan.adams@travel-sabre.com; ORD; BNA; GF; 6502; Economy; roundTrip; 2011-03-04; 2011-03-21
Ethan; Adams; ethan.adams@travel-sabre.com; LHR; NCL; CX; 1215; Economy; roundTrip; 2011-05-05; 2011-05-16
Ethan; Adams; ethan.adams@travel-sabre.com; HKG; XMN; KA; 616; First; oneWay; 2011-07-03; 
Ethan; Adams; ethan.adams@travel-sabre.com; XMN; HKG; KA; 616; First; oneWay; 2011-07-29; 
Ethan; Adams; ethan.adams@travel-sabre.com; HKG; SIN; SQ; 863; Economy; oneWay; 2011-08-31; 
Ethan; Adams; ethan.adams@travel-sabre.com; SIN; HKG; SQ; 368; Economy; oneWay; 2011-09-18; 
Ethan; Adams; ethan.adams@travel-sabre.com; LHR; MAD; BA; 462; First; roundTrip; 2012-01-03; 2012-02-02
Ethan; Adams; ethan.adams@travel-sabre.com; MEL; ADL; EK; 5693; Business; roundTrip; 2012-03-10; 2012-03-19
Ethan; Adams; ethan.adams@travel-sabre.com; GRU; SAL; JJ; 4501; First; oneWay; 2012-05-03; 
Ethan; Adams; ethan.adams@travel-sabre.com; SAL; GRU; JJ; 1054; First; oneWay; 2012-05-27; 
Ethan; Adams; ethan.adams@travel-sabre.com; DFW; FLL; AA; 2564; Premium Economy; roundTrip; 2012-07-01; 2012-07-12
Ethan; Adams; ethan.adams@travel-sabre.com; LAX; EWR; VA; 6473; First; oneWay; 2013-01-01; 
Ethan; Adams; ethan.adams@travel-sabre.com; EWR; LAX; VA; 3746; First; oneWay; 2013-01-10; 
Ethan; Adams; ethan.adams@travel-sabre.com; MEL; BNE; HX; 3061; Premium Economy; roundTrip; 2013-03-09; 2013-03-26
Ethan; Adams; ethan.adams@travel-sabre.com; LAX; ATL; VA; 6601; Business; oneWay; 2014-01-03; 
Ethan; Adams; ethan.adams@travel-sabre.com; ATL; LAX; VA; 1066; Business; oneWay; 2014-01-15; 
Ethan; Adams; ethan.adams@travel-sabre.com; MEL; CNS; EY; 6940; Premium Economy; roundTrip; 2014-03-08; 2014-03-11
Ethan; Adams; ethan.adams@travel-sabre.com; ATL; SEA; AM; 4240; First; roundTrip; 2014-05-02; 2014-05-18
Ethan; Adams; ethan.adams@travel-sabre.com; ATL; ORF; AM; 4803; Business; oneWay; 2015-01-07; 
Ethan; Adams; ethan.adams@travel-sabre.com; ORF; ATL; AM; 3084; Business; oneWay; 2015-01-27; 
Ethan; Adams; ethan.adams@travel-sabre.com; ATL; PBI; DL; 688; Economy; roundTrip; 2016-01-01; 2016-01-19
Ethan; Adams; ethan.adams@travel-sabre.com; LAX; SFO; UA; 1845; Economy; oneWay; 2016-03-02; 
Ethan; Adams; ethan.adams@travel-sabre.com; SFO; LAX; UA; 5481; Economy; oneWay; 2016-03-05; 
Ethan; Adams; ethan.adams@travel-sabre.com; ATL; IAD; AR; 7010; Economy; roundTrip; 2016-05-09; 2016-05-12
Ethan; Adams; ethan.adams@travel-sabre.com; ORD; CMH; BA; 5365; Economy; roundTrip; 2016-07-04; 2016-07-18
Ethan; Adams; ethan.adams@travel-sabre.com; MEL; CBR; SQ; 6564; Business; roundTrip; 2016-08-31; 2016-09-06
Ethan; Adams; ethan.adams@travel-sabre.com; HND; PVG; CA; 6672; Business; oneWay; 2017-01-05; 
Ethan; Adams; ethan.adams@travel-sabre.com; PVG; HND; CA; 2766; Business; oneWay; 2017-01-11; 

Ethan; Jones; ethan.jones@travel-sabre.com; MEL; ADL; NZ; 7678; Business; roundTrip; 2009-01-03; 2009-01-15
Ethan; Jones; ethan.jones@travel-sabre.com; ORD; IND; BA; 1987; Economy; oneWay; 2009-03-04; 
Ethan; Jones; ethan.jones@travel-sabre.com; IND; ORD; BA; 7891; Economy; oneWay; 2009-03-14; 
Ethan; Jones; ethan.jones@travel-sabre.com; DXB; DUS; MH; 4517; Premium Economy; roundTrip; 2009-05-01; 2009-05-08
Ethan; Jones; ethan.jones@travel-sabre.com; MEL; BNE; EY; 6661; Economy; oneWay; 2009-06-30; 
Ethan; Jones; ethan.jones@travel-sabre.com; BNE; MEL; EY; 1666; Economy; oneWay; 2009-07-05; 
Ethan; Jones; ethan.jones@travel-sabre.com; LAX; EWR; MU; 8833; Business; oneWay; 2010-01-06; 
Ethan; Jones; ethan.jones@travel-sabre.com; EWR; LAX; MU; 3388; Business; oneWay; 2010-01-17; 
Ethan; Jones; ethan.jones@travel-sabre.com; DXB; BRU; EK; 183; Business; roundTrip; 2010-03-06; 2010-03-15
Ethan; Jones; ethan.jones@travel-sabre.com; GRU; POA; LH; 7366; Premium Economy; roundTrip; 2010-05-04; 2010-05-18
Ethan; Jones; ethan.jones@travel-sabre.com; JNB; CPT; TP; 6826; First; roundTrip; 2010-07-04; 2010-07-14
Ethan; Jones; ethan.jones@travel-sabre.com; HKG; BNE; QR; 98; Business; oneWay; 2010-08-31; 
Ethan; Jones; ethan.jones@travel-sabre.com; BNE; HKG; QR; 89; Business; oneWay; 2010-10-06; 
Ethan; Jones; ethan.jones@travel-sabre.com; GRU; POA; JJ; 3288; Business; roundTrip; 2011-01-10; 2011-01-30
Ethan; Jones; ethan.jones@travel-sabre.com; MUC; TXL; AB; 6206; Business; oneWay; 2012-01-07; 
Ethan; Jones; ethan.jones@travel-sabre.com; TXL; MUC; AB; 6026; Business; oneWay; 2012-02-13; 
Ethan; Jones; ethan.jones@travel-sabre.com; DFW; SJD; AA; 1225; Business; roundTrip; 2012-03-08; 2012-03-12
Ethan; Jones; ethan.jones@travel-sabre.com; PVG; XMN; MU; 9257; Economy; oneWay; 2012-05-09; 
Ethan; Jones; ethan.jones@travel-sabre.com; XMN; PVG; MU; 7529; Economy; oneWay; 2012-05-22; 
Ethan; Jones; ethan.jones@travel-sabre.com; ATL; SFO; DL; 2265; Premium Economy; oneWay; 2012-06-29; 
Ethan; Jones; ethan.jones@travel-sabre.com; SFO; ATL; DL; 5622; Premium Economy; oneWay; 2012-07-03; 
Ethan; Jones; ethan.jones@travel-sabre.com; GRU; IGU; KL; 9390; Economy; oneWay; 2012-09-06; 
Ethan; Jones; ethan.jones@travel-sabre.com; IGU; GRU; KL; 0939; Economy; oneWay; 2012-09-14; 
Ethan; Jones; ethan.jones@travel-sabre.com; MEL; CBR; SQ; 6566; Premium Economy; oneWay; 2013-01-12; 
Ethan; Jones; ethan.jones@travel-sabre.com; CBR; MEL; SQ; 6656; Premium Economy; oneWay; 2013-02-04; 
Ethan; Jones; ethan.jones@travel-sabre.com; MEL; CBR; VA; 289; Economy; roundTrip; 2013-03-11; 2013-03-22
Ethan; Jones; ethan.jones@travel-sabre.com; JNB; ELS; UA; 7231; Business; oneWay; 2013-05-05; 
Ethan; Jones; ethan.jones@travel-sabre.com; ELS; JNB; UA; 1327; Business; oneWay; 2013-05-20; 
Ethan; Jones; ethan.jones@travel-sabre.com; LAX; LAS; WN; 5727; Economy; roundTrip; 2013-07-10; 2013-07-26
Ethan; Jones; ethan.jones@travel-sabre.com; DXB; JED; FZ; 835; Economy; oneWay; 2013-09-05; 
Ethan; Jones; ethan.jones@travel-sabre.com; JED; DXB; FZ; 538; Economy; oneWay; 2013-09-19; 
Ethan; Jones; ethan.jones@travel-sabre.com; DXB; JED; FZ; 831; Business; roundTrip; 2014-01-12; 2014-01-30
Ethan; Jones; ethan.jones@travel-sabre.com; HKG; ORD; UA; 896; Business; roundTrip; 2014-03-13; 2014-04-05
Ethan; Jones; ethan.jones@travel-sabre.com; ORD; DAY; AS; 4094; First; oneWay; 2014-05-09; 
Ethan; Jones; ethan.jones@travel-sabre.com; DAY; ORD; AS; 4904; First; oneWay; 2014-05-23; 
Ethan; Jones; ethan.jones@travel-sabre.com; ORD; CLT; EY; 3328; Economy; roundTrip; 2014-07-06; 2014-07-11
Ethan; Jones; ethan.jones@travel-sabre.com; MUC; CDG; AF; 1623; Economy; oneWay; 2014-09-01; 
Ethan; Jones; ethan.jones@travel-sabre.com; CDG; MUC; AF; 3261; Economy; oneWay; 2014-09-10; 
Ethan; Jones; ethan.jones@travel-sabre.com; ATL; SAT; DL; 2132; Economy; oneWay; 2014-11-07; 
Ethan; Jones; ethan.jones@travel-sabre.com; SAT; ATL; DL; 2312; Economy; oneWay; 2014-11-14; 
Ethan; Jones; ethan.jones@travel-sabre.com; LAX; DFW; SQ; 7980; Premium Economy; oneWay; 2015-01-03; 
Ethan; Jones; ethan.jones@travel-sabre.com; DFW; LAX; SQ; 0897; Premium Economy; oneWay; 2015-01-25; 
Ethan; Jones; ethan.jones@travel-sabre.com; MEL; CBR; MU; 4230; Premium Economy; oneWay; 2015-03-03; 
Ethan; Jones; ethan.jones@travel-sabre.com; CBR; MEL; MU; 0324; Premium Economy; oneWay; 2015-03-15; 
Ethan; Jones; ethan.jones@travel-sabre.com; ORD; SEA; KE; 6118; Premium Economy; oneWay; 2015-05-04; 
Ethan; Jones; ethan.jones@travel-sabre.com; SEA; ORD; KE; 8116; Premium Economy; oneWay; 2015-05-19; 
Ethan; Jones; ethan.jones@travel-sabre.com; DXB; MUC; MH; 4529; Business; oneWay; 2016-01-12; 
Ethan; Jones; ethan.jones@travel-sabre.com; MUC; DXB; MH; 9254; Business; oneWay; 2016-01-18; 
Ethan; Jones; ethan.jones@travel-sabre.com; ATL; SEA; G3; 8130; First; roundTrip; 2016-03-10; 2016-04-04
Ethan; Jones; ethan.jones@travel-sabre.com; ORD; EWR; TP; 8483; Economy; oneWay; 2016-05-09; 
Ethan; Jones; ethan.jones@travel-sabre.com; EWR; ORD; TP; 3848; Economy; oneWay; 2016-05-30; 
Ethan; Jones; ethan.jones@travel-sabre.com; LAX; IAD; NZ; 9570; Premium Economy; roundTrip; 2016-07-04; 2016-07-11
Ethan; Jones; ethan.jones@travel-sabre.com; WAW; GVA; LO; 415; Premium Economy; roundTrip; 2017-01-07; 2017-01-13
Ethan; Jones; ethan.jones@travel-sabre.com; MEL; HBA; SQ; 6586; Premium Economy; oneWay; 2017-03-02; 
Ethan; Jones; ethan.jones@travel-sabre.com; HBA; MEL; SQ; 6856; Premium Economy; oneWay; 2017-03-16; 
Ethan; Jones; ethan.jones@travel-sabre.com; DXB; BCN; MH; 4509; Economy; oneWay; 2017-05-01; 
Ethan; Jones; ethan.jones@travel-sabre.com; BCN; DXB; MH; 9054; Economy; oneWay; 2017-05-06; 
Ethan; Jones; ethan.jones@travel-sabre.com; DFW; SDF; AA; 2620; Economy; roundTrip; 2017-07-01; 2017-07-17
Ethan; Jones; ethan.jones@travel-sabre.com; DFW; PHL; BA; 2514; Business; roundTrip; 2017-09-08; 2017-09-20
Ethan; Jones; ethan.jones@travel-sabre.com; MEL; CAN; KL; 4342; Premium Economy; roundTrip; 2017-11-03; 2017-11-16

Mason; Smith; mason.smith@travel-sabre.com; HKG; PVG; KA; 5360; Premium Economy; oneWay; 2013-01-02; 
Mason; Smith; mason.smith@travel-sabre.com; PVG; HKG; KA; 0635; Premium Economy; oneWay; 2013-01-05; 
Mason; Smith; mason.smith@travel-sabre.com; LAX; SLC; WS; 7529; Economy; roundTrip; 2013-01-14; 2013-01-19
Mason; Smith; mason.smith@travel-sabre.com; LHR; PHX; BA; 289; Business; roundTrip; 2013-01-25; 2013-01-29
Mason; Smith; mason.smith@travel-sabre.com; MEL; SYD; NZ; 7722; Business; roundTrip; 2013-02-06; 2013-02-09
Mason; Smith; mason.smith@travel-sabre.com; ORD; OMA; EY; 3247; Business; oneWay; 2013-02-19; 
Mason; Smith; mason.smith@travel-sabre.com; OMA; ORD; EY; 7423; Business; oneWay; 2013-02-23; 
Mason; Smith; mason.smith@travel-sabre.com; ATL; ORD; IB; 7175; Premium Economy; oneWay; 2013-03-02; 
Mason; Smith; mason.smith@travel-sabre.com; ORD; ATL; IB; 5717; Premium Economy; oneWay; 2013-03-06; 
Mason; Smith; mason.smith@travel-sabre.com; PVG; CKG; BA; 2323; Business; oneWay; 2013-03-14; 
Mason; Smith; mason.smith@travel-sabre.com; CKG; PVG; BA; 3232; Business; oneWay; 2013-03-20; 
Mason; Smith; mason.smith@travel-sabre.com; MEL; SYD; BA; 7450; Premium Economy; roundTrip; 2013-03-27; 2013-03-30
Mason; Smith; mason.smith@travel-sabre.com; LAX; ATL; WN; 5199; First; oneWay; 2013-04-07; 
Mason; Smith; mason.smith@travel-sabre.com; ATL; LAX; WN; 9915; First; oneWay; 2013-04-12; 
Mason; Smith; mason.smith@travel-sabre.com; WAW; HND; LO; 79; Business; roundTrip; 2013-04-20; 2013-04-23
Mason; Smith; mason.smith@travel-sabre.com; LHR; SAW; BA; 680; First; oneWay; 2013-05-01; 
Mason; Smith; mason.smith@travel-sabre.com; SAW; LHR; BA; 086; First; oneWay; 2013-05-06; 
Mason; Smith; mason.smith@travel-sabre.com; GRU; DUR; TP; 5915; Premium Economy; oneWay; 2013-05-14; 
Mason; Smith; mason.smith@travel-sabre.com; DUR; GRU; TP; 5195; Premium Economy; oneWay; 2013-05-17; 
Mason; Smith; mason.smith@travel-sabre.com; MUC; HAM; LH; 2728; Economy; roundTrip; 2013-05-25; 2013-06-01
Mason; Smith; mason.smith@travel-sabre.com; MEL; BNE; EK; 7697; Business; roundTrip; 2013-06-06; 2013-06-09
Mason; Smith; mason.smith@travel-sabre.com; LAX; SJC; QR; 4770; Premium Economy; roundTrip; 2013-06-19; 2013-06-23
Mason; Smith; mason.smith@travel-sabre.com; DXB; ADL; QR; 8440; Economy; roundTrip; 2013-06-30; 2013-07-04
Mason; Smith; mason.smith@travel-sabre.com; PEK; KMG; CA; 4174; Premium Economy; oneWay; 2013-07-13; 
Mason; Smith; mason.smith@travel-sabre.com; KMG; PEK; CA; 4714; Premium Economy; oneWay; 2013-07-18; 
Mason; Smith; mason.smith@travel-sabre.com; PEK; PVG; DL; 6540; Business; oneWay; 2013-07-24; 
Mason; Smith; mason.smith@travel-sabre.com; PVG; PEK; DL; 0456; Business; oneWay; 2013-07-30; 
Mason; Smith; mason.smith@travel-sabre.com; LHR; MAD; AA; 6746; Business; oneWay; 2014-01-01; 
Mason; Smith; mason.smith@travel-sabre.com; MAD; LHR; AA; 6476; Business; oneWay; 2014-01-05; 
Mason; Smith; mason.smith@travel-sabre.com; MUC; PRG; EY; 4195; Premium Economy; oneWay; 2014-01-13; 
Mason; Smith; mason.smith@travel-sabre.com; PRG; MUC; EY; 5914; Premium Economy; oneWay; 2014-01-19; 
Mason; Smith; mason.smith@travel-sabre.com; ATL; EWR; WS; 6513; Business; roundTrip; 2014-01-25; 2014-01-28
Mason; Smith; mason.smith@travel-sabre.com; HKG; CAN; CX; 5786; Business; roundTrip; 2014-02-06; 2014-02-09
Mason; Smith; mason.smith@travel-sabre.com; GRU; AEP; AR; 2243; First; roundTrip; 2014-02-19; 2014-02-23
Mason; Smith; mason.smith@travel-sabre.com; GRU; SAL; TK; 9472; First; roundTrip; 2014-03-02; 2014-03-09
Mason; Smith; mason.smith@travel-sabre.com; LAX; HNL; VS; 2395; Business; oneWay; 2014-03-14; 
Mason; Smith; mason.smith@travel-sabre.com; HNL; LAX; VS; 5932; Business; oneWay; 2014-03-19; 
Mason; Smith; mason.smith@travel-sabre.com; DXB; YYZ; MH; 4603; Business; oneWay; 2014-03-26; 
Mason; Smith; mason.smith@travel-sabre.com; YYZ; DXB; MH; 3064; Business; oneWay; 2014-04-01; 
Mason; Smith; mason.smith@travel-sabre.com; ORD; CMH; EY; 3511; Premium Economy; oneWay; 2014-04-07; 
Mason; Smith; mason.smith@travel-sabre.com; CMH; ORD; EY; 1153; Premium Economy; oneWay; 2014-04-13; 
Mason; Smith; mason.smith@travel-sabre.com; GRU; MCZ; AZ; 5536; Business; oneWay; 2014-04-19; 
Mason; Smith; mason.smith@travel-sabre.com; MCZ; GRU; AZ; 6355; Business; oneWay; 2014-04-24; 
Mason; Smith; mason.smith@travel-sabre.com; MUC; BCN; IB; 5427; Premium Economy; roundTrip; 2014-05-01; 2014-05-05
Mason; Smith; mason.smith@travel-sabre.com; LAX; DTW; VS; 5736; Business; oneWay; 2014-05-14; 
Mason; Smith; mason.smith@travel-sabre.com; DTW; LAX; VS; 6375; Business; oneWay; 2014-05-18; 
Mason; Smith; mason.smith@travel-sabre.com; DXB; SAW; QR; 8121; First; oneWay; 2014-05-26; 
Mason; Smith; mason.smith@travel-sabre.com; SAW; DXB; QR; 1218; First; oneWay; 2014-06-02; 
Mason; Smith; mason.smith@travel-sabre.com; JNB; CAI; SA; 7207; Business; roundTrip; 2014-06-06; 2014-06-13
Mason; Smith; mason.smith@travel-sabre.com; GRU; AEP; NZ; 3013; Business; oneWay; 2014-06-18; 
Mason; Smith; mason.smith@travel-sabre.com; AEP; GRU; NZ; 3103; Business; oneWay; 2014-06-23; 
Mason; Smith; mason.smith@travel-sabre.com; MEL; BNE; DL; 7294; First; oneWay; 2014-06-30; 
Mason; Smith; mason.smith@travel-sabre.com; BNE; MEL; DL; 4927; First; oneWay; 2014-07-03; 
Mason; Smith; mason.smith@travel-sabre.com; PVG; HND; NH; 968; Business; roundTrip; 2014-07-13; 2014-07-18
Mason; Smith; mason.smith@travel-sabre.com; MUC; DUS; CA; 6143; Business; oneWay; 2014-07-24; 
Mason; Smith; mason.smith@travel-sabre.com; DUS; MUC; CA; 3416; Business; oneWay; 2014-07-27; 
Mason; Smith; mason.smith@travel-sabre.com; MEL; PER; QR; 485; Business; oneWay; 2014-08-06; 
Mason; Smith; mason.smith@travel-sabre.com; PER; MEL; QR; 584; Business; oneWay; 2014-08-09; 
Mason; Smith; mason.smith@travel-sabre.com; DXB; MAN; QR; 8019; Business; oneWay; 2014-08-18; 
Mason; Smith; mason.smith@travel-sabre.com; MAN; DXB; QR; 9108; Business; oneWay; 2014-08-21; 
Mason; Smith; mason.smith@travel-sabre.com; LAX; MSP; AS; 6575; Business; oneWay; 2014-08-29; 
Mason; Smith; mason.smith@travel-sabre.com; MSP; LAX; AS; 5756; Business; oneWay; 2014-09-01; 
Mason; Smith; mason.smith@travel-sabre.com; ORD; MSP; AC; 5647; Economy; roundTrip; 2014-09-10; 2014-09-13
Mason; Smith; mason.smith@travel-sabre.com; DFW; MEX; DL; 8124; Premium Economy; oneWay; 2014-09-23; 
Mason; Smith; mason.smith@travel-sabre.com; MEX; DFW; DL; 4218; Premium Economy; oneWay; 2014-09-29; 
Mason; Smith; mason.smith@travel-sabre.com; LHR; EWR; IB; 4627; Business; oneWay; 2014-10-04; 
Mason; Smith; mason.smith@travel-sabre.com; EWR; LHR; IB; 7264; Business; oneWay; 2014-10-07; 
Mason; Smith; mason.smith@travel-sabre.com; MEL; SYD; BA; 7440; First; roundTrip; 2014-10-16; 2014-10-21
Mason; Smith; mason.smith@travel-sabre.com; DFW; RNO; AA; 2176; First; oneWay; 2014-10-29; 
Mason; Smith; mason.smith@travel-sabre.com; RNO; DFW; AA; 6712; First; oneWay; 2014-11-01; 
Mason; Smith; mason.smith@travel-sabre.com; HKG; MUC; TP; 7621; First; roundTrip; 2014-11-09; 2014-11-12
Mason; Smith; mason.smith@travel-sabre.com; LAX; CUN; AS; 1290; Economy; roundTrip; 2014-11-21; 2014-11-25
Mason; Smith; mason.smith@travel-sabre.com; ATL; BOS; AM; 4065; Economy; roundTrip; 2014-12-03; 2014-12-09
Mason; Smith; mason.smith@travel-sabre.com; HKG; PVG; MU; 506; First; roundTrip; 2014-12-15; 2014-12-22
Mason; Smith; mason.smith@travel-sabre.com; HKG; MNL; KA; 5905; First; oneWay; 2015-01-01; 
Mason; Smith; mason.smith@travel-sabre.com; MNL; HKG; KA; 5095; First; oneWay; 2015-01-04; 
Mason; Smith; mason.smith@travel-sabre.com; WAW; LHR; IB; 7607; Economy; roundTrip; 2015-01-14; 2015-01-19
Mason; Smith; mason.smith@travel-sabre.com; DFW; IAH; AA; 1054; Economy; roundTrip; 2015-01-26; 2015-02-01
Mason; Smith; mason.smith@travel-sabre.com; PEK; ADD; CA; 5061; Business; roundTrip; 2015-02-06; 2015-02-13
Mason; Smith; mason.smith@travel-sabre.com; MEL; SYD; AC; 9675; Premium Economy; roundTrip; 2015-02-19; 2015-02-26
Mason; Smith; mason.smith@travel-sabre.com; HKG; CTU; CX; 5820; First; oneWay; 2015-03-03; 
Mason; Smith; mason.smith@travel-sabre.com; CTU; HKG; CX; 0285; First; oneWay; 2015-03-09; 
Mason; Smith; mason.smith@travel-sabre.com; GRU; REC; LH; 7364; First; oneWay; 2015-03-15; 
Mason; Smith; mason.smith@travel-sabre.com; REC; GRU; LH; 4637; First; oneWay; 2015-03-18; 
Mason; Smith; mason.smith@travel-sabre.com; DXB; NCE; EK; 77; First; oneWay; 2015-03-27; 
Mason; Smith; mason.smith@travel-sabre.com; NCE; DXB; EK; 77; First; oneWay; 2015-03-31; 
Mason; Smith; mason.smith@travel-sabre.com; LHR; EWR; GF; 6680; First; oneWay; 2015-04-07; 
Mason; Smith; mason.smith@travel-sabre.com; EWR; LHR; GF; 0866; First; oneWay; 2015-04-13; 
Mason; Smith; mason.smith@travel-sabre.com; LHR; LAX; GF; 6637; Business; roundTrip; 2015-04-19; 2015-04-25
Mason; Smith; mason.smith@travel-sabre.com; DXB; AMM; QR; 8905; First; roundTrip; 2015-05-02; 2015-05-08
Mason; Smith; mason.smith@travel-sabre.com; LHR; BWI; AA; 6174; Business; oneWay; 2015-05-13; 
Mason; Smith; mason.smith@travel-sabre.com; BWI; LHR; AA; 4716; Business; oneWay; 2015-05-18; 
Mason; Smith; mason.smith@travel-sabre.com; ORD; DFW; AS; 6759; First; oneWay; 2015-05-25; 
Mason; Smith; mason.smith@travel-sabre.com; DFW; ORD; AS; 9576; First; oneWay; 2015-05-28; 
Mason; Smith; mason.smith@travel-sabre.com; LAX; PHL; BA; 5611; Economy; oneWay; 2015-06-06; 
Mason; Smith; mason.smith@travel-sabre.com; PHL; LAX; BA; 1165; Economy; oneWay; 2015-06-11; 
Mason; Smith; mason.smith@travel-sabre.com; ORD; LAX; AA; 1571; Business; roundTrip; 2015-06-18; 2015-06-24
Mason; Smith; mason.smith@travel-sabre.com; ORD; SJD; UA; 1188; Economy; roundTrip; 2015-06-30; 2015-07-08
Mason; Smith; mason.smith@travel-sabre.com; ORD; EWR; AA; 388; First; oneWay; 2015-07-13; 
Mason; Smith; mason.smith@travel-sabre.com; GRU; AJU; JJ; 3827; First; oneWay; 2015-07-25; 
Mason; Smith; mason.smith@travel-sabre.com; AJU; GRU; JJ; 7283; First; oneWay; 2015-07-28; 
Mason; Smith; mason.smith@travel-sabre.com; MEL; BNE; HX; 3301; Business; roundTrip; 2015-08-05; 2015-08-08
Mason; Smith; mason.smith@travel-sabre.com; JNB; CPT; UA; 7245; Business; roundTrip; 2015-08-17; 2015-08-22
Mason; Smith; mason.smith@travel-sabre.com; MEL; ADL; QR; 693; First; roundTrip; 2016-01-01; 2016-01-04
Mason; Smith; mason.smith@travel-sabre.com; ORD; GRR; BA; 4717; Premium Economy; oneWay; 2016-01-14; 
Mason; Smith; mason.smith@travel-sabre.com; GRR; ORD; BA; 7174; Premium Economy; oneWay; 2016-01-22; 
Mason; Smith; mason.smith@travel-sabre.com; MEL; DRW; QR; 5678; Economy; oneWay; 2016-01-25; 
Mason; Smith; mason.smith@travel-sabre.com; DRW; MEL; QR; 8765; Economy; oneWay; 2016-01-29; 
Mason; Smith; mason.smith@travel-sabre.com; GRU; MVD; LA; 4834; Premium Economy; oneWay; 2016-02-07; 
Mason; Smith; mason.smith@travel-sabre.com; MVD; GRU; LA; 4384; Premium Economy; oneWay; 2016-02-11; 
Mason; Smith; mason.smith@travel-sabre.com; GRU; CGB; EK; 3651; Premium Economy; oneWay; 2016-02-18; 
Mason; Smith; mason.smith@travel-sabre.com; CGB; GRU; EK; 1563; Premium Economy; oneWay; 2016-02-23; 
Mason; Smith; mason.smith@travel-sabre.com; ORD; STL; AS; 4374; Premium Economy; roundTrip; 2016-03-02; 2016-03-06
Mason; Smith; mason.smith@travel-sabre.com; JNB; AUH; SA; 2201; Economy; roundTrip; 2016-03-13; 2016-03-17
Mason; Smith; mason.smith@travel-sabre.com; LHR; DUS; AB; 5275; First; roundTrip; 2016-03-26; 2016-03-31
Mason; Smith; mason.smith@travel-sabre.com; HKG; SYD; BA; 4133; Premium Economy; roundTrip; 2016-04-07; 2016-04-10
Mason; Smith; mason.smith@travel-sabre.com; ORD; STL; AS; 4200; Business; oneWay; 2016-04-19; 
Mason; Smith; mason.smith@travel-sabre.com; STL; ORD; AS; 0024; Business; oneWay; 2016-04-22; 
Mason; Smith; mason.smith@travel-sabre.com; ATL; PHL; AA; 1895; Business; oneWay; 2016-04-30; 
Mason; Smith; mason.smith@travel-sabre.com; PHL; ATL; AA; 5981; Business; oneWay; 2016-05-04; 
Mason; Smith; mason.smith@travel-sabre.com; DFW; SAT; AA; 315; First; oneWay; 2016-05-13; 
Mason; Smith; mason.smith@travel-sabre.com; SAT; DFW; AA; 513; First; oneWay; 2016-05-21; 
Mason; Smith; mason.smith@travel-sabre.com; HKG; PVG; HX; 236; First; roundTrip; 2016-05-25; 2016-05-28
Mason; Smith; mason.smith@travel-sabre.com; LHR; DUB; BA; 5977; Business; roundTrip; 2016-06-05; 2016-06-10
Mason; Smith; mason.smith@travel-sabre.com; LAX; YYC; NZ; 4571; First; oneWay; 2017-01-01; 
Mason; Smith; mason.smith@travel-sabre.com; YYC; LAX; NZ; 1754; First; oneWay; 2017-01-09; 
Mason; Smith; mason.smith@travel-sabre.com; ORD; YVR; AC; 5101; Premium Economy; roundTrip; 2017-01-14; 2017-01-22
Mason; Smith; mason.smith@travel-sabre.com; MEL; SYD; QR; 412; Business; roundTrip; 2017-01-26; 2017-02-02
Mason; Smith; mason.smith@travel-sabre.com; MEL; BNE; HX; 3083; Economy; roundTrip; 2017-02-06; 2017-02-12
Mason; Smith; mason.smith@travel-sabre.com; ORD; MSP; AA; 1409; First; roundTrip; 2017-02-19; 2017-02-25
Mason; Smith; mason.smith@travel-sabre.com; LHR; EDI; BA; 1448; Business; roundTrip; 2017-03-02; 2017-03-05
Mason; Smith; mason.smith@travel-sabre.com; DFW; IAD; JL; 7410; Economy; oneWay; 2017-03-14; 
Mason; Smith; mason.smith@travel-sabre.com; IAD; DFW; JL; 0147; Economy; oneWay; 2017-03-18; 
Mason; Smith; mason.smith@travel-sabre.com; DFW; SLC; AA; 2632; Business; roundTrip; 2017-03-27; 2017-03-31
Mason; Smith; mason.smith@travel-sabre.com; DFW; SGF; BA; 6945; Premium Economy; roundTrip; 2017-04-07; 2017-04-10
Mason; Smith; mason.smith@travel-sabre.com; DXB; BOM; 9W; 579; Business; oneWay; 2017-04-20; 
